,Order,File_Type,SKU_number,MarketingType,ReleaseNumber,New_Release_Flag,StrengthFactor,PriceReg,ReleaseYear,ItemCount,LowUserPrice,LowNetPrice,SoldFlag
40411,45286,Historical,1456096,S,3,1,653405,154.53,2015,14,154.7,136.49,0
33954,34716,Historical,165840,D,1,0,716984,41.48,2007,44,84.99,39.21,0
19157,19601,Historical,200635,D,1,0,60790,121.95,2010,69,103.99,62.27,0
30807,31484,Historical,268818,D,4,1,1137141,95.0,2009,64,73.87,8.17,0
64557,72030,Historical,639451,S,2,1,431496,54.95,2003,22,20.58,52.67,0
13644,13999,Historical,609148,D,8,1,233271,93.95,2004,72,51.92,17.75,0
50586,56544,Historical,716644,S,1,0,913514,62.4,2009,21,0.0,48.99,0
28219,28835,Historical,60799,D,8,1,2714407,212.95,2007,30,118.23,23.32,0
4897,5121,Historical,867904,D,11,1,4214,273.4,2014,67,89.51,56.99,1
57508,64048,Historical,169128,S,2,1,28837,129.95,2006,25,41.46,67.23,0
14845,15223,Historical,193723,D,8,1,344656,198.0,2010,29,178.99,63.0,0
45226,51087,Historical,558403,S,5,1,125018,52.95,2009,69,40.64,32.49,1
13588,13943,Historical,55794,D,2,1,647873,49.95,2010,73,133.69,6.19,1
63634,70979,Historical,867406,S,7,1,3084,22.99,2014,15,0.0,0.0,0
39219,43781,Historical,643065,S,2,1,1097685,79.95,2000,27,4.73,57.74,0
13828,14187,Historical,248244,D,3,1,963450,55.0,2011,28,20.99,23.11,0
11914,12245,Historical,286102,D,3,1,83977,137.2,2009,49,102.06,53.61,0
11471,11796,Historical,58082,D,3,1,1923611,220.95,2006,38,153.3,39.75,0
48735,54654,Historical,608025,S,2,1,704053,63.95,2007,68,36.09,7.77,1
11354,11676,Historical,608632,D,7,1,1585400,95.95,2002,26,41.18,11.84,0
5052,5276,Historical,531251,D,8,1,27085,181.0,2012,114,89.48,58.99,1
41617,47080,Historical,3748942,S,3,1,516467,125.0,2016,0,0.0,106.71,0
19473,19923,Historical,609123,D,6,1,345222,231.95,2003,50,52.36,45.0,1
59573,66394,Historical,169440,S,1,0,236579,279.95,2006,51,0.0,101.56,0
67860,75827,Historical,203467,S,2,1,453804,43.95,2003,35,58.94,602.7,0
63214,70514,Historical,644535,S,2,1,354547,78.0,2012,50,54.57,52.73,0
21756,22257,Historical,624719,D,5,1,296760,80.0,2012,33,50.85,74.74,1
22368,22874,Historical,193650,D,6,1,511833,75.0,2009,122,36.93,9.49,1
70455,78832,Historical,619586,S,3,1,1140519,32.95,2006,66,23.87,28.62,0
65537,73187,Historical,2638900,S,0,0,942574,141.0,2000,43,18.49,100.78,0
32968,33706,Historical,144136,D,5,1,2805110,93.0,2000,45,50.45,51.81,1
55198,61489,Historical,540754,S,5,1,11272,100.2,2013,80,49.94,43.99,1
40316,45175,Historical,1451723,S,5,1,1232658,118.87,2012,6,0.0,118.87,0
43852,49706,Historical,108317,S,3,1,437580,18.98,2005,52,5.78,15.38,0
54352,60537,Historical,194126,S,2,1,467303,77.0,2008,26,0.0,0.0,0
3921,4124,Historical,812028,D,1,0,2347493,79.95,2011,9,72.5,39.96,0
23700,24225,Historical,57033,D,3,1,1403265,142.67,2006,62,46.9,48.35,0
2871,3000,Historical,875341,D,0,0,1908433,40.76,1991,35,53.18,49.03,0
38046,41670,Historical,166276,S,7,1,68488,0.0,1997,23,29.0,90.77,0
19428,19878,Historical,661419,D,10,1,247210,222.6,2013,34,101.64,9.37,0
2756,2879,Historical,869655,D,2,1,2279006,77.5,1985,16,73.46,54.53,0
8269,8528,Historical,56416,D,3,1,1315332,7.12,2007,81,47.33,4.72,1
33491,34244,Historical,241817,D,1,0,274477,19.95,2005,76,20.51,18.64,1
71823,80328,Historical,291728,S,12,1,1096452,112.95,2010,25,4.97,14.39,1
207,215,Historical,619562,D,6,1,1713457,26.99,2004,35,90.98,13.94,0
4102,4310,Historical,111151,D,10,1,679888,98.99,2010,63,37.14,73.94,0
3748,3948,Historical,532363,D,8,1,129650,94.95,2011,58,15.83,67.11,1
52148,58150,Historical,525443,S,4,1,2532430,59.95,2011,23,47.89,26.58,0
23839,24371,Historical,760965,D,1,0,1579833,130.0,2002,12,38.98,49.94,0
52204,58211,Historical,60998,S,6,1,172947,33.99,2001,71,51.99,34.97,1
24419,24960,Historical,560315,D,4,1,132278,169.0,2006,36,49.6,38.99,0
33224,33966,Historical,199580,D,1,0,264046,82.0,2002,16,74.64,67.73,0
39181,43707,Historical,636155,S,5,1,953397,105.0,2012,17,53.49,15.59,0
67918,75895,Historical,571876,S,4,1,102442,378.95,2002,74,203.98,47.44,0
21562,22059,Historical,217203,D,0,0,169654,80.0,2001,65,45.01,53.17,0
62704,69956,Historical,651025,S,2,1,1086392,49.99,2007,30,21.44,31.23,1
9358,9636,Historical,630225,D,3,1,634140,162.0,2005,28,66.99,82.17,0
15142,15525,Historical,222837,D,3,1,1703035,36.0,2007,19,57.04,11.99,0
23971,24505,Historical,1469669,D,1,0,4910757,65.0,2006,13,57.57,88.98,0
28348,28964,Historical,54954,D,2,1,569128,108.4,2009,24,63.99,50.19,0
47058,52952,Historical,50319,S,8,1,390959,239.2,2010,60,173.3,69.95,1
24986,25540,Historical,509507,D,1,0,1367558,64.95,2004,16,46.74,23.74,0
42603,48433,Historical,2415803,S,3,1,732389,49.95,2003,37,11.89,47.5,0
31510,32202,Historical,258367,D,2,1,1574675,97.0,2000,91,73.23,9.99,0
35438,36421,Historical,528251,S,4,1,39034,87.99,2012,49,29.98,51.98,0
24219,24755,Historical,1453342,D,1,0,267311,175.2,2014,28,0.0,78.99,0
22203,22708,Historical,54551,D,7,1,45058,71.99,2011,247,34.99,14.94,0
46086,51963,Historical,270107,S,5,1,828151,212.0,2011,45,83.85,57.35,1
11439,11764,Historical,51807,D,7,1,505287,406.95,2008,122,143.86,21.09,0
9411,9690,Historical,293281,D,1,0,152218,76.0,2009,64,44.63,23.98,0
3538,3711,Historical,916142,D,6,1,1084397,35.99,2011,28,72.34,23.98,0
75638,84700,Historical,111388,S,3,1,1162123,97.25,2011,24,28.99,43.86,0
63280,70592,Historical,53921,S,7,1,199088,118.2,2010,56,35.85,69.31,1
56349,62784,Historical,714020,S,4,1,379074,64.0,2001,16,45.49,13.99,0
2982,3119,Historical,624150,D,0,0,3383839,88.0,2009,16,0.0,11.48,0
55089,61357,Historical,537810,S,2,1,1735720,91.95,2000,31,197.17,38.94,0
21640,22140,Historical,139033,D,1,0,489939,80.0,2003,24,46.97,54.25,0
57665,64221,Historical,109438,S,8,1,1062104,152.0,2007,27,7.63,108.32,0
11132,11451,Historical,268784,D,3,1,1773762,90.0,2006,31,37.18,21.51,0
73871,82698,Historical,865434,S,4,1,1590275,89.32,2008,21,0.0,154.13,0
18659,19092,Historical,2540491,D,2,1,6220265,249.95,2004,8,180.29,192.99,0
53176,59244,Historical,50072,S,5,1,1081966,13.82,2003,107,145.98,9.68,0
72462,81025,Historical,525554,S,3,1,854660,425.0,2010,51,33.93,43.96,0
20541,21018,Historical,276980,D,1,0,1376345,65.0,2003,13,80.92,108.31,0
65859,73541,Historical,896899,S,2,1,760177,73.99,2014,19,33.54,49.63,0
9421,9700,Historical,763753,D,1,0,3267454,116.95,1999,25,103.99,18.97,0
63187,70483,Historical,342243,S,2,1,2574093,125.0,1999,17,78.99,78.99,0
56438,62877,Historical,287536,S,1,0,525170,72.2,2005,24,11.89,58.45,0
49947,55884,Historical,665570,S,2,1,1305584,110.8,2010,18,138.44,88.99,0
72981,81645,Historical,745666,S,1,0,448557,45.0,2003,95,0.0,28.36,0
44367,50221,Historical,108583,S,2,1,657486,116.45,1998,33,133.14,9.49,0
63212,70512,Historical,369566,S,2,1,3883671,29.95,1996,27,60.07,22.02,0
2138,2235,Historical,884876,D,0,0,6999769,0.0,2008,12,0.0,104.27,0
73486,82246,Historical,224545,S,5,1,1858916,59.95,1998,22,16.14,60.91,0
7179,7417,Historical,132103,D,3,1,4641361,83.0,2005,16,45.76,47.17,0
26393,26978,Historical,60725,D,10,1,497402,218.95,2008,46,105.99,40.59,1
69054,77186,Historical,610223,S,3,1,72403,69.95,2013,52,43.99,37.63,1
18902,19341,Historical,147631,D,7,1,138766,85.95,2010,37,73.34,93.57,0
22355,22861,Historical,778498,D,1,0,2779156,175.95,2006,15,48.99,74.34,0
6491,6725,Historical,143328,D,1,0,2830968,76.95,1997,19,92.74,98.88,1
52078,58080,Historical,639028,S,6,1,863192,59.95,2005,18,46.72,59.95,0
71842,80347,Historical,203945,S,3,1,1221448,30.95,2008,59,3.99,25.99,0
12040,12372,Historical,60189,D,7,1,258067,197.95,2006,72,83.14,111.9,0
55700,62049,Historical,556606,S,7,1,1075255,146.6,1988,83,9.38,77.84,0
58179,64813,Historical,257030,S,3,1,797105,25.74,1997,26,89.28,20.32,0
36740,38668,Historical,162689,S,3,1,36510,40.0,2011,40,11.54,25.98,0
67015,74863,Historical,743941,S,7,1,5537586,114.43,2009,17,41.94,126.83,0
28910,29541,Historical,434893,D,4,1,350934,158.13,2009,51,108.88,43.75,0
11879,12208,Historical,789649,D,4,1,2383873,46.5,2008,22,38.94,11.99,0
68019,76006,Historical,620363,S,1,0,782829,268.95,2004,44,0.0,49.98,0
5069,5293,Historical,169309,D,2,1,1470103,161.95,2006,20,79.02,59.62,0
1511,1526,Historical,2670756,D,0,0,8584566,75.45,1996,13,4.0,8.0,0
71141,79595,Historical,264296,S,2,1,77966,50.99,2007,38,21.49,25.59,0
6666,6901,Historical,106584,D,5,1,1126336,48.0,2007,31,27.18,9.98,0
22984,23503,Historical,567785,D,6,1,309718,214.95,2011,48,69.69,56.55,0
72442,81004,Historical,616366,S,2,1,45442,87.0,2012,56,61.67,65.35,0
53906,60041,Historical,2333884,S,12,1,1400569,77.5,1991,47,62.0,22.94,0
58204,64842,Historical,380508,S,3,1,36710,64.95,2011,47,16.83,34.99,0
19724,20180,Historical,456459,D,3,1,2115279,119.95,2004,45,33.97,16.89,0
10749,11060,Historical,148643,D,5,1,1441564,178.95,2009,46,103.72,20.99,0
23504,24029,Historical,908356,D,0,0,1544306,12.95,2008,24,40.11,9.3,0
28137,28753,Historical,905525,D,0,0,1037642,85.0,2008,25,48.86,49.19,0
8292,8551,Historical,211020,D,2,1,203049,64.95,2011,52,49.74,13.33,0
43713,49566,Historical,738543,S,5,1,175343,39.0,2011,24,27.5,38.99,0
46449,52331,Historical,203458,S,2,1,1764920,10.49,2002,35,34.54,10.49,1
13272,13624,Historical,52685,D,6,1,1267121,263.95,2005,51,142.97,19.54,0
24412,24953,Historical,606713,D,2,1,1126592,135.0,1989,31,90.17,36.99,0
1736,1822,Historical,620180,D,1,0,3324695,198.95,2008,17,66.23,49.48,0
22112,22616,Historical,143210,D,5,1,454872,225.0,2008,24,170.73,83.99,1
38638,42962,Historical,435002,S,12,1,1535501,137.33,2010,9,58.99,35.7,0
21584,22082,Historical,2538479,D,1,0,5173614,64.95,2001,20,35.99,35.53,0
74998,83988,Historical,552395,S,2,1,804694,115.0,2005,28,0.0,0.0,0
35659,36829,Historical,60172,S,7,1,2441577,106.95,2007,31,92.98,45.88,0
63065,70352,Historical,529207,S,2,1,1174823,47.75,2011,19,40.1,40.97,0
3121,3270,Historical,2248256,D,12,1,228098,173.38,2006,22,32.49,99.38,0
3378,3545,Historical,2635318,D,1,0,3627586,44.95,2001,52,28.48,12.84,0
47744,53648,Historical,2098009,S,0,0,517962,44.99,2014,18,0.0,23.99,0
75918,85016,Historical,119999,S,5,1,636013,122.2,2008,33,79.87,73.99,0
12462,12803,Historical,2619459,D,4,1,11227717,79.95,1995,18,3.97,13.99,0
53762,59880,Historical,290211,S,1,0,159660,216.75,2011,63,0.0,28.94,1
6533,6768,Historical,627348,D,0,0,341715,42.0,2004,23,14.74,9.31,0
65933,73621,Historical,113586,S,1,0,1244304,57.6,2002,29,0.0,41.9,0
20475,20951,Historical,50820,D,4,1,723543,11.11,2005,62,141.77,10.98,0
29249,29893,Historical,876791,D,4,1,1334701,90.61,2007,49,98.13,73.78,0
34589,35372,Historical,253968,D,12,1,804595,210.0,2011,13,120.84,105.99,1
26585,27172,Historical,293140,D,3,1,340450,122.95,2003,19,38.98,48.99,0
18054,18479,Historical,275839,D,3,1,607333,94.91,2007,39,52.07,53.67,0
66530,74297,Historical,2045161,S,2,1,1220935,59.95,2008,41,0.0,40.42,0
19470,19920,Historical,656804,D,4,1,135666,90.95,2006,11,92.55,86.45,0
36391,37977,Historical,57543,S,4,1,1274957,138.95,2000,31,78.64,30.28,0
11540,11866,Historical,533762,D,9,1,15016,156.95,2012,78,92.98,58.99,1
68334,76370,Historical,254274,S,2,1,145233,68.95,2011,25,62.57,59.5,0
11663,11990,Historical,3472068,D,5,1,2727673,76.4,2003,21,0.0,17.99,0
34130,34899,Historical,164940,D,1,0,757760,8.98,2000,35,88.08,8.99,0
47332,53231,Historical,108781,S,10,1,2851819,170.0,2006,43,109.91,7.99,0
7982,8238,Historical,52249,D,5,1,26024,128.0,2006,145,82.24,25.65,1
33915,34674,Historical,607772,D,6,1,420340,101.4,2010,32,37.99,31.18,0
20215,20686,Historical,529290,D,8,1,232282,65.0,2010,56,7.07,4.85,0
32643,33369,Historical,53730,D,8,1,94906,13.98,2010,98,49.81,28.99,0
15881,16272,Historical,52400,D,2,1,419973,145.0,2003,241,84.11,11.95,1
42471,48284,Historical,525842,S,10,1,797508,66.95,2008,20,6.44,98.11,0
24292,24829,Historical,806948,D,5,1,1294973,78.95,2006,20,41.13,55.79,0
15975,16367,Historical,2699423,D,1,0,4935783,70.0,1983,16,73.98,31.94,1
73093,81772,Historical,570725,S,6,1,1655597,81.95,2008,57,25.57,9.97,1
36987,39400,Historical,2601584,S,2,1,1625843,89.99,1994,25,28.83,77.7,0
42974,48810,Historical,560870,S,3,1,1165572,176.0,2005,27,120.99,123.31,1
1288,1297,Historical,183073,D,2,1,2331394,63.95,2004,41,15.56,7.99,0
47783,53687,Historical,528735,S,3,1,755917,74.0,2009,17,47.56,72.69,0
53287,59364,Historical,602642,S,4,1,46916,63.33,2010,35,0.0,0.0,0
18742,19176,Historical,2562098,D,4,1,4008446,129.95,1988,18,109.31,73.97,0
59664,66495,Historical,56785,S,4,1,1835181,104.95,2005,28,103.92,42.19,0
47340,53239,Historical,1541775,S,2,1,4165044,69.95,2010,15,55.8,60.14,0
41426,46775,Historical,880550,S,14,1,736301,189.95,2014,13,153.91,93.49,0
73918,82753,Historical,543162,S,0,0,272080,35.0,2004,35,0.0,20.99,0
31314,32003,Historical,525592,D,5,1,1404349,103.95,2009,27,53.64,15.79,0
44531,50387,Historical,531781,S,3,1,818100,43.0,2009,61,28.43,7.73,0
8980,9251,Historical,50437,D,8,1,275570,212.95,2006,63,89.5,46.62,0
6212,6445,Historical,117323,D,5,1,2540346,166.67,2006,36,33.99,13.99,0
73755,82567,Historical,2426598,S,3,1,1584853,42.95,1996,73,6.79,19.74,0
68323,76359,Historical,656254,S,2,1,1114615,75.99,2010,24,62.18,53.98,0
29396,30042,Historical,322664,D,10,1,1025667,79.0,2006,41,46.1,27.97,0
71944,80455,Historical,242747,S,8,1,12025,44.95,2010,42,26.63,23.83,0
50230,56176,Historical,254419,S,4,1,722689,49.95,2010,41,8.45,32.89,1
33662,34418,Historical,243963,D,13,1,468223,257.95,2011,51,83.95,70.63,1
5452,5679,Historical,420431,D,0,0,455888,140.8,1999,35,119.97,46.23,0
10067,10356,Historical,764405,D,3,1,3295042,209.95,2005,15,88.1,67.9,0
12493,12834,Historical,1927432,D,3,1,245388,49.99,2010,10,40.54,35.12,0
47513,53413,Historical,910633,S,3,1,3962332,90.66,1989,21,114.98,57.77,0
36612,38245,Historical,185130,S,11,1,143960,320.95,1997,134,117.78,54.08,0
21079,21563,Historical,117708,D,4,1,657442,153.33,2005,46,103.48,37.48,0
37450,40674,Historical,679260,S,2,1,101336,29.95,2011,44,16.24,23.26,0
29718,30371,Historical,57854,D,7,1,909726,15.99,2006,112,69.83,15.97,0
1289,1298,Historical,183904,D,1,0,3013527,221.95,2004,20,167.14,16.62,0
60243,67153,Historical,258366,S,3,1,574685,50.0,1998,26,71.98,62.85,0
42095,47868,Historical,3212060,S,0,0,7443,48.97,1999,0,55.06,46.44,0
49950,55887,Historical,860161,S,4,1,1040314,49.99,2010,33,15.18,14.85,0
47758,53662,Historical,196544,S,2,1,2811477,59.95,2007,21,32.69,49.68,0
34874,35666,Historical,51224,D,3,1,727164,125.4,2008,82,57.81,22.51,0
38160,41972,Historical,199968,S,3,1,1577191,102.95,2003,23,47.02,28.99,0
72205,80743,Historical,864778,S,3,1,46008,56.99,2014,22,49.2,46.79,1
599,607,Historical,618094,D,9,1,803076,0.0,2010,40,150.43,60.63,1
22671,23181,Historical,597175,D,0,0,4398575,99.0,2000,11,68.57,72.49,1
56271,62699,Historical,186254,S,2,1,1745553,26.5,2000,22,48.99,60.26,0
53063,59114,Historical,147941,S,2,1,610473,208.95,2003,30,4.71,66.58,0
43156,48999,Historical,898676,S,2,1,527152,66.07,2006,40,38.24,45.53,0
14379,14747,Historical,298328,D,5,1,1768800,174.95,2005,27,11.83,22.97,0
51978,57976,Historical,826960,S,1,0,1135090,40.0,1999,27,37.03,48.99,0
4324,4541,Historical,641670,D,2,1,874263,60.0,2006,19,52.81,70.86,0
17338,17751,Historical,899621,D,4,1,2419774,55.95,1998,19,40.91,59.39,0
34564,35347,Historical,1780889,D,12,1,538979,65.0,2014,24,4.0,38.33,0
61882,69014,Historical,774751,S,4,1,5602664,239.0,1998,20,87.19,79.25,0
14549,14923,Historical,145144,D,4,1,1468154,63.8,2005,32,26.58,11.28,0
46492,52375,Historical,700576,S,1,0,627263,48.0,2005,47,18.15,10.98,0
69466,77656,Historical,534373,S,5,1,414641,86.95,1992,46,97.31,26.28,1
8504,8765,Historical,3606809,D,4,1,1546979,50.0,2001,36,0.0,42.11,1
50729,56690,Historical,53491,S,10,1,65987,114.6,2008,365,67.24,21.74,0
6044,6276,Historical,285500,D,3,1,484809,23.98,2010,46,38.12,21.99,0
1892,1984,Historical,844951,D,4,1,9816207,0.0,1989,18,36.94,64.39,0
23378,23902,Historical,606912,D,4,1,684916,6.89,2005,96,66.5,13.94,1
19532,19985,Historical,3617894,D,0,0,2263272,45.0,1997,39,0.0,23.98,0
47158,53053,Historical,147422,S,4,1,381017,76.95,2008,36,42.51,53.96,0
61399,68453,Historical,608488,S,3,1,1840966,66.0,2004,66,31.49,11.99,0
18637,19070,Historical,788925,D,3,1,4533304,149.0,2001,16,5.93,27.67,0
39626,44340,Historical,770053,S,0,0,752038,142.0,2001,32,56.74,35.41,0
42080,47848,Historical,888325,S,2,1,2748135,99.0,2007,15,90.29,122.36,0
69018,77146,Historical,617258,S,11,1,512737,159.95,2001,52,48.33,43.91,1
51040,57007,Historical,118482,S,6,1,3376296,58.4,2006,15,54.59,27.33,0
69146,77288,Historical,252682,S,9,1,993442,28.99,2009,39,8.03,14.75,0
13027,13377,Historical,52347,D,14,1,848677,345.95,2009,125,177.3,14.94,1
35079,35875,Historical,868012,D,2,1,581750,25.95,1999,74,169.25,17.87,1
60799,67796,Historical,555170,S,0,0,39763,49.95,1958,44,0.0,35.96,0
52006,58007,Historical,525209,S,6,1,449678,69.99,2011,43,43.98,38.99,0
53513,59616,Historical,898661,S,3,1,19539,35.75,2013,40,29.94,23.47,0
27439,28040,Historical,285346,D,3,1,170153,258.75,2007,49,133.31,57.37,0
13545,13900,Historical,776013,D,5,1,729364,43.95,2007,50,32.97,21.74,0
66097,73810,Historical,544426,S,4,1,55543,89.95,2013,59,33.98,58.19,1
11204,11525,Historical,253970,D,11,1,319996,168.0,2011,40,60.87,38.49,0
17304,17717,Historical,51991,D,8,1,1250873,157.92,2008,129,84.17,19.19,1
38054,41689,Historical,169299,S,3,1,612378,102.95,2006,22,13.9,33.99,0
53154,59222,Historical,110264,S,3,1,49812,132.0,2009,57,44.87,66.77,0
45707,51580,Historical,292318,S,1,0,1017793,83.95,2000,28,48.06,73.18,0
45217,51078,Historical,174240,S,1,0,1104765,120.0,1998,27,55.98,63.62,0
33431,34183,Historical,552863,D,7,1,1035279,109.33,2006,35,25.98,11.74,0
64863,72389,Historical,148259,S,7,1,2057104,162.95,2005,43,34.78,4.78,0
42225,48013,Historical,349273,S,8,1,1288306,126.4,2007,25,4.49,47.29,0
60277,67192,Historical,628978,S,4,1,745916,43.0,1999,26,7.87,18.16,0
64616,72097,Historical,874307,S,11,1,25962,57.75,2014,22,0.0,0.0,0
33637,34393,Historical,1862316,D,0,0,192376,19.99,2011,41,25.58,12.98,0
46185,52063,Historical,762022,S,2,1,2871755,55.0,2006,18,24.3,29.98,0
6655,6890,Historical,110468,D,7,1,171174,97.58,2011,90,99.49,54.03,1
72778,81397,Historical,183349,S,0,0,1541316,19.95,2007,118,0.0,4.68,0
71642,80136,Historical,525870,S,11,1,896888,61.95,2012,38,9.79,55.62,0
57291,63809,Historical,107365,S,3,1,576020,67.52,2000,31,0.0,73.98,0
11502,11827,Historical,573509,D,3,1,5173177,87.0,1995,20,33.24,15.29,0
20441,20915,Historical,232193,D,2,1,649495,75.0,2008,31,243.97,43.61,1
24983,25537,Historical,624263,D,1,0,428992,99.95,2004,30,47.78,11.87,0
10183,10475,Historical,170046,D,6,1,52788,249.95,2010,47,92.68,51.08,0
58460,65131,Historical,552809,S,1,0,443242,164.4,2010,29,0.0,52.16,0
36156,37674,Historical,109543,S,3,1,1197953,141.75,2004,33,172.63,60.49,0
464,472,Historical,118319,D,3,1,537119,213.4,2011,77,145.29,7.99,0
58612,65310,Historical,659915,S,7,1,81184,76.95,2013,47,31.82,44.95,0
30527,31200,Historical,54816,D,4,1,1794970,124.67,2007,60,59.95,18.59,0
14793,15171,Historical,710375,D,9,1,1707207,88.0,2000,39,31.18,30.53,0
68743,76839,Historical,526918,S,2,1,94140,89.95,2013,24,73.95,47.97,0
24949,25503,Historical,617613,D,1,0,1400541,38.95,1994,24,17.49,35.63,0
19530,19983,Historical,162661,D,5,1,134712,90.5,2009,26,47.43,39.4,0
24927,25481,Historical,2238266,D,14,1,71501,32.83,2007,11,87.97,27.69,1
12175,12511,Historical,51641,D,9,1,92785,205.95,2011,128,89.28,30.51,0
35808,37111,Historical,2808486,S,4,1,651207,59.0,1992,28,46.86,89.45,0
72494,81061,Historical,538932,S,4,1,1239430,103.25,2004,41,14.78,30.83,0
35389,36368,Historical,2502485,S,0,0,2596703,259.0,2001,21,240.37,50.99,0
8772,9039,Historical,118403,D,11,1,1054210,79.0,2006,37,48.89,11.99,0
5783,6013,Historical,212481,D,4,1,192111,28.99,2009,130,140.99,11.91,0
10142,10431,Historical,53321,D,2,1,483366,154.95,2008,102,101.99,19.94,0
24396,24937,Historical,599135,D,7,1,380687,44.0,2008,25,33.59,11.38,1
51164,57132,Historical,545895,S,2,1,118330,46.95,2012,30,21.68,49.94,1
74079,82934,Historical,635286,S,4,1,983876,47.0,2006,17,0.0,22.22,0
7679,7927,Historical,183701,D,2,1,474347,157.95,2006,35,83.5,74.47,0
44179,50033,Historical,532003,S,3,1,941518,44.0,2012,46,8.39,28.79,0
39682,44403,Historical,812423,S,0,0,1332753,149.95,2011,17,143.11,111.97,0
5683,5912,Historical,769704,D,2,1,9695012,0.0,2001,16,68.35,7.49,0
50501,56455,Historical,118460,S,2,1,1143784,34.67,2006,27,33.44,13.93,0
47160,53055,Historical,631299,S,9,1,1059564,41.95,2009,18,23.87,36.62,0
45007,50868,Historical,132073,S,5,1,245811,149.6,2005,51,54.93,43.98,0
3615,3796,Historical,2692551,D,0,0,188448,20.0,2005,25,0.0,18.41,0
24855,25407,Historical,608863,D,3,1,2801881,54.99,2005,32,17.99,6.49,0
31793,32493,Historical,895092,D,1,0,954209,90.0,2008,14,41.99,100.7,0
62421,69642,Historical,639919,S,7,1,695831,171.0,2011,27,83.99,151.47,0
54864,61109,Historical,867597,S,3,1,311078,71.99,2015,22,36.94,38.52,0
70725,79127,Historical,622747,S,2,1,223888,84.99,2006,35,22.98,65.98,0
55240,61534,Historical,1478416,S,2,1,345385,160.0,2013,17,0.0,123.6,0
43242,49086,Historical,52629,S,5,1,1374341,79.95,2005,46,43.89,9.47,0
58674,65386,Historical,664408,S,11,1,1107808,140.93,2013,17,76.47,129.04,0
40976,46012,Historical,167024,S,3,1,31869,99.0,2006,90,34.24,42.77,0
72249,80789,Historical,55143,S,4,1,504083,98.0,2003,45,84.88,18.99,0
16591,16994,Historical,294196,D,2,1,2965776,94.95,2007,26,47.24,18.99,0
1401,1413,Historical,2474013,D,0,0,7182935,0.0,1984,20,0.0,51.45,0
67503,75415,Historical,637338,S,3,1,771095,94.0,2003,25,4.73,48.99,0
54220,60389,Historical,151001,S,2,1,821578,19.99,2003,149,15.64,11.21,0
39151,43651,Historical,630969,S,2,1,1160563,46.95,2005,27,0.0,35.82,0
9679,9959,Historical,205633,D,1,0,1106357,52.0,1999,47,39.21,7.98,0
71952,80464,Historical,619871,S,5,1,612589,55.75,2003,27,0.0,19.48,0
